buffer_id,COUNT,AREA,MEAN
1,9925.00000000000,8932500.00000000000,39.81522592640
2,9975.00000000000,8977500.00000000000,40.00315753790
3,10115.00000000000,9103500.00000000000,39.75574832830
4,10152.00000000000,9136800.00000000000,40.36109746370
5,10296.00000000000,9266400.00000000000,40.12931372800
6,9820.00000000000,8838000.00000000000,40.27676001490
7,9044.00000000000,8139600.00000000000,40.43886366060
8,8578.00000000000,7720200.00000000000,40.09642500760
9,8496.00000000000,7646400.00000000000,40.01783898230
10,8272.00000000000,7444800.00000000000,39.86968027680
11,7832.00000000000,7048800.00000000000,39.56488633550
12,7202.00000000000,6481800.00000000000,39.29588696580
13,5705.00000000000,5134500.00000000000,39.04419891490
14,3513.00000000000,3161700.00000000000,39.01437093110
15,2539.00000000000,2285100.00000000000,39.39092365800
16,1767.00000000000,1590300.00000000000,38.99036926470
17,1074.00000000000,966600.00000000000,38.73025444410
18,440.00000000000,396000.00000000000,37.60159868630
19,17.00000000000,15300.00000000000,37.85553933140
20,13153.00000000000,11837700.00000000000,39.63986575980
21,10985.00000000000,9886500.00000000000,39.35437986000
22,11449.00000000000,10304100.00000000000,39.46112536700
23,11617.00000000000,10455300.00000000000,39.12156169830
24,11404.00000000000,10263600.00000000000,39.18132897620
25,10875.00000000000,9787500.00000000000,39.33812665520
26,10417.00000000000,9375300.00000000000,39.51037333070
27,10021.00000000000,9018900.00000000000,39.79304437680
28,9960.00000000000,8964000.00000000000,40.06953118160
29,9851.00000000000,8865900.00000000000,40.22061483150
30,9775.00000000000,8797500.00000000000,40.53326684660
31,9871.00000000000,8883900.00000000000,40.29047441410
32,10084.00000000000,9075600.00000000000,40.20056098630
33,136.00000000000,122400.00000000000,30.29943476740
34,1037.00000000000,933300.00000000000,39.53037368880
35,10863.00000000000,9776700.00000000000,41.53421386730
36,85.00000000000,76500.00000000000,40.57430564350
37,9234.00000000000,8310600.00000000000,41.87195128440
38,8781.00000000000,7902900.00000000000,41.81447048410
39,5103.00000000000,4592700.00000000000,41.30746590050
40,2456.00000000000,2210400.00000000000,40.64843742970
42,1327.00000000000,1194300.00000000000,41.03468521410
43,359.00000000000,323100.00000000000,42.70915283360
44,4147.00000000000,3732300.00000000000,37.75897916550
45,3793.00000000000,3413700.00000000000,36.98635604140
46,3019.00000000000,2717100.00000000000,38.22502188010
47,2666.00000000000,2399400.00000000000,38.63653885940
48,2307.00000000000,2076300.00000000000,39.40307383450
49,1979.00000000000,1781100.00000000000,39.13862733000
50,1638.00000000000,1474200.00000000000,39.30004592640
51,1282.00000000000,1153800.00000000000,38.82674744810
52,752.00000000000,676800.00000000000,39.27294718960
53,204.00000000000,183600.00000000000,40.93395585740
54,16227.00000000000,14604300.00000000000,39.21705436740
55,11054.00000000000,9948600.00000000000,38.99284607280
56,69.00000000000,62100.00000000000,36.77123103250
57,8931.00000000000,8037900.00000000000,38.08698122760
58,7395.00000000000,6655500.00000000000,37.99135832240
59,6965.00000000000,6268500.00000000000,37.88403952700
60,6520.00000000000,5868000.00000000000,38.34455501290
61,6051.00000000000,5445900.00000000000,37.76126634640
62,5792.00000000000,5212800.00000000000,37.65310741850
63,5426.00000000000,4883400.00000000000,37.90465674540
64,5084.00000000000,4575600.00000000000,37.74757689260
65,4790.00000000000,4311000.00000000000,37.94951708860
66,4438.00000000000,3994200.00000000000,38.24747448120
67,3369.00000000000,3032100.00000000000,37.28200209250
68,21523.00000000000,19370700.00000000000,38.41746947000
69,12.00000000000,10800.00000000000,38.11100798610
70,13679.00000000000,12311100.00000000000,38.15418703530
71,7889.00000000000,7100100.00000000000,37.99853422440
72,6502.00000000000,5851800.00000000000,37.98416707230
73,3764.00000000000,3387600.00000000000,38.97007766090
74,2530.00000000000,2277000.00000000000,39.35082342970
75,510.00000000000,459000.00000000000,38.29507196460
76,6655.00000000000,5989500.00000000000,41.47490885350
77,5729.00000000000,5156100.00000000000,41.87780727650
78,2066.00000000000,1859400.00000000000,41.41946206130
79,1544.00000000000,1389600.00000000000,42.22873348250
80,818.00000000000,736200.00000000000,43.08567386030
82,64.00000000000,57600.00000000000,42.08673533610
83,225.00000000000,202500.00000000000,42.93558552230
84,11390.00000000000,10251000.00000000000,41.21688447550
85,9387.00000000000,8448300.00000000000,41.09901149880
86,7783.00000000000,7004700.00000000000,40.59226138890
87,8363.00000000000,7526700.00000000000,40.56056213730
88,9571.00000000000,8613900.00000000000,40.63245731200
89,9267.00000000000,8340300.00000000000,40.73190416410
90,9076.00000000000,8168400.00000000000,41.15961547850
91,8730.00000000000,7857000.00000000000,41.30820509930
92,8185.00000000000,7366500.00000000000,41.01191104020
93,7766.00000000000,6989400.00000000000,40.89520089340
94,7374.00000000000,6636600.00000000000,40.72947130940
95,7007.00000000000,6306300.00000000000,41.20215880020
96,24.00000000000,21600.00000000000,41.85854234480
97,2845.00000000000,2560500.00000000000,41.39456543620
98,72.00000000000,64800.00000000000,37.66583660460
99,25910.00000000000,23319000.00000000000,37.52186549470
100,1885.00000000000,1696500.00000000000,37.76353513630
101,16741.00000000000,15066900.00000000000,37.36846005830
102,340.00000000000,306000.00000000000,35.71459865330
103,928.00000000000,835200.00000000000,36.62960969410
104,11178.00000000000,10060200.00000000000,38.39561164760
105,10024.00000000000,9021600.00000000000,38.39308355200
106,8805.00000000000,7924500.00000000000,37.85102198250
107,21.00000000000,18900.00000000000,39.37448874350
108,5558.00000000000,5002200.00000000000,38.01114696400
109,4757.00000000000,4281300.00000000000,37.92637273660
110,4129.00000000000,3716100.00000000000,37.96810345200
111,2577.00000000000,2319300.00000000000,38.06136308060
112,152.00000000000,136800.00000000000,37.02624316330
200,112363.00000000000,101126700.00000000000,40.03403524050
201,42112.00000000000,37900800.00000000000,26.01582434880
202,42402.00000000000,38161800.00000000000,29.11555426350
203,84467.00000000000,76020300.00000000000,38.57903885110
204,84408.00000000000,75967200.00000000000,30.23235598400
205,145504.00000000000,130953600.00000000000,38.37495337270
206,146109.00000000000,131498100.00000000000,38.08491230620
207,196021.00000000000,176418900.00000000000,39.96619568000
208,142606.00000000000,128345400.00000000000,39.21072665540
209,199838.00000000000,179854200.00000000000,39.22906795780
210,133945.00000000000,120550500.00000000000,40.34726672700
211,174879.00000000000,157391100.00000000000,38.87926322650
